-4.528770171532725e-03 1.162145548819547e-02 9.255801942556659e-05 5.064702305943604e+05 5.889102377519094e+05 -2.335506963855098e+04 1.9891e30 
-5.327883840950205e+01 -2.011402533603810e+01 3.243060694058319 -2.094166757815767e+07 4.303122811605530e+07 5.412389196360279e+06 3.3011e23 
-2.681660121315567e+01 2.251800819839024e+01 1.855924201511814 7.041720536543189e+07 8.299087742435262e+07 -2.927748819523938e+06 4.8675e24 
-2.978625055952658e+01 -5.548408871854586 1.465217303959765e-03 -2.636334964502048e+07 1.452193717485576e+08 -2.884341217565536e+04 5.9723e24 
-2.905973142137479e+01 -4.855389971607273 -8.249427193527459e-02 -2.610372015116712e+07 1.449269227426077e+08 -1.534516173084825e+04 7.34767309e22 
-5.730507905139778 2.538300685947983e+01 6.722935979870517e-01 2.031671350128849e+08 5.846457202241653e+07 -3.784260025553051e+06 6.4171e23 
2.266628160856217 -1.222160270229902e+01 8.974626154234500e-05 -8.012982677007903e+08 -1.509045226820969e+08 1.854711905890964e+07 1.89819e27 
8.960458302019051 -1.825209783284202 -3.246327508861824e-01 -2.790165349370531e+08 -1.475897874611040e+09 3.676627677393824e+07 5.6834e26 
1.723050820526497 5.175614088548725 -1.465667215811188e-01 4.239524025371338e+09 -1.449525865099807e+09 -6.785384248451066e+07 8.6813e25 
-2.723695774691808 5.945761125340464 5.712391934823868e-02 2.744017451075625e+09 1.171374128846561e+09 -3.119877803055137e+07 1.02413e26 
5.313252600830787 4.387813371031668e-01 -1.605794775258648 1.445634525664454e+09 -4.757010297492177e+09 9.086608083664465e+07 1.307e22
